isbn;title;author
8478884963;Una casa en Irlanda;Maeve Binchy
8483002523;La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica);Ferran Torrent
8486433193;Amorrada al pilÃ³ (Columna);Maria JaÃ©n
0600586898;Blur (Melody Maker);Paul Lester
1853260622;War and Peace (Wordsworth Classics);Leo Tolstoy
1857938011;A-Z of Behaving Badly;Simon Nye
0060804157;He Understanding Masculine Psychology;Robert A Johnson
8466601090;Las DOS Muertes De Gardel (Ficcionario);Horacio Vazquez-Rial
0140382658;You Can Surf the Net: Your Guide to the World of the Internet;Marc Gascoigne
0152012966;I Want to Be...a Veterinarian (I Want to Be... Series);Stephanie Maze
0312283784;Alice's Tulips;Sandra Dallas
0345297709;Centaur Aisle;Piers Anthony
0345313097;Crewel Lye;Piers Anthony
0345335465;Dragonflight (Dragonriders of Pern Trilogy (Paperback));Anne McCaffrey
0345416848;Last Sword of Power (Stones of Power);David Gemmell
0385333404;Dating Big Bird;Laura Zigman
044021145X;The Firm;John Grisham
0449212084;Murder at the Kennedy Center (Capital Crime Mysteries);Margaret Truman
0553582682;Guinness World Records 2000 (Guinness Book of Records, 2000);Nic Kynaston
0590947257;Forever Amber Brown (Amber Brown (Paperback));Paula Danziger
074345829X;Philip Jose Farmer's The Dungeon;Richard A. Lupoff
0786913878;Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms);Carrie Bebris
0801491827;Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869;Ellen Carol Dubois
0816729913;Why Are Boys So Weird (Tales from Third Grade);Candice F. Ransom
0843136685;"Sheldon &amp; Mrs. Levine: An Excruciating Correspondence";Sam Bobrick
0866119531;Black Beauty (Great Illustrated Classics (Playmore));Anna Sewell
0866119566;Oliver Twist (Great Illustrated Classics);Charles Dickens
0870441663;The wild ponies of Assateague Island (Books for young explorers);Donna K Grosvenor
1561561428;Frankenstein (Illustrated Classics Series);Mary Wollstonecraft Shelley
0553210092;The Scarlet Letter;NATHANIEL HAWTHORNE
0553258524;Dragonsong (Harper Hall Trilogy);Anne McCaffrey
0688163726;The Watch House;Robert Westall
1569471096;Was It Something I Said?;Valerie Block
055358099X;Cloud Nine;Luanne Rice
0316168815;The Lovely Bones;Alice Sebold
014023828X;The Tortilla Curtain;T. Coraghessan Boyle
0316314927;Sarah Conley;Ellen Gilchrist
0345424719;A Widow for One Year;JOHN IRVING
0375414746;The Clearing;TIM GAUTREAUX
0375726403;Empire Falls;Richard Russo
0385503857;Oryx and Crake;Margaret Atwood
0425156842;Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition);Jostein Gaarder
0440226104;Black and Blue;ANNA QUINDLEN
0452277337;Le Divorce (William Abrahams Book);Diane Johnson
0553802488;The Face;DEAN KOONTZ
0671021001;She's Come Undone (Oprah's Book Club);Wally Lamb
0767903579;Falling Leaves: The True Story of an Unwanted Chinese Daughter;Adeline Yen Mah
0805063897;Nickel and Dimed: On (Not) Getting By in America;Barbara Ehrenreich
0679777431;The Game of Kings (Lymond Chronicles, 1);DOROTHY DUNNETT
0553285343;RUSSIA HOUSE, THE;JOHN LE CARRE
0486285529;Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books);A. C. Gordon
0671002481;The First Wives Club Movie Tie In;Olivia Goldsmith
0812523385;Selected Poems of Emily Dickinson;Emily Dickinson
0895774666;Watercolor School (Reader's Digest Learn-As-You-Go Guides);Hazel Harrison
0020199090;Joshua In the Holy Land;Joseph Girzone
0385495145;The Messenger;JOSEPH GIRZONE
0679733825;Sisters of the Earth: Women's Prose and Poetry About Nature;Lorraine Anderson
0842329129;Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1);Tim Lahaye
0345451260;Househusband;AD HUDLER
0740700235;Life Messages: Inspiration For The Woman's Spirit;Josephine Carlton
0380973545;Letters from a Nut;Ted L. Nancy
0393321576;Karl Marx: A Life;Francis Wheen
0743424425;The Shining;Stephen King
0786868015;The Diary of Ellen Rimbauer: My Life at Rose Red;Joyce Reardon
0446610178;The Sky Is Falling;Sidney Sheldon
0684854953;Santa Pete : A Novel Of Christmas Present And Past;Christopher Moore
0743229878;Mount Vernon Love Story : A Novel of George and Martha Washington;Mary Higgins Clark
0380617625;The Kingdom: Arabia and the House of Sa'Ud;Robert Lacey
0380732335;Florida Road Kill: A Novel;Tim Dorsey
0385337132;The 37th Hour;JODI COMPTON
0440235057;Be Cool;Elmore Leonard
0445402040;The Hunted;Elmore Leonard
0618119760;The Saints of Big Harbour: A Novel;Lynn Coady
0871138646;Old Flames;John Lawton
0026329859;From the Earth: Chinese Vegetarian Cooking;Eileen Yin-Fei Lo
0060621257;Living in the Presence: Disciplines for the Spiritual Heart;Tilden H. Edwards
0060915544;The Bean Trees;Barbara Kingsolver
0060917016;Homeland and Other Stories;Barbara Kingsolver
0060925000;A Suitable Boy : Novel, A;Vikram Seth
0060932759;Daughter of Fortune;Isabel Allende
0061000280;The Fly on the Wall;Tony Hillerman
0192815318;Cranford (The World's Classics);Elizabeth Gaskell
0312195516;The Red Tent (Bestselling Backlist);Anita Diamant
0380792664;The Right Hand of Amon;Lauren Haney
0393048977;Last Blue: Poems;Gerald Stern
0399137807;The Cat Who Wasn't There;Lilian Jackson Braun
039914739X;Isle of Dogs;Patricia Daniels Cornwell
0451203046;Light a Penny Candle;Maeve Binchy
0451410556;The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback));Martha Grimes
0451523318;Turn of the Screw and Short N;Henry James
0486281965;The Country of the Pointed Firs (Dover Thrift Editions);Sarah Orne Jewett
0486292940;Early Poems (Dover Thrift Editions);William Carlos Williams
051762639X;Barchester Towers (Oxford Pocket Classics);Anthony Trollope
0684824442;REEF;Edith Wharton
0743458303;Wednesday the Rabbi Got Wet;Harry Kemelman
081296666X;Things My Girlfriend and I Have Argued About: A Novel;Mil Millington
0819215635;Listening Hearts: Discerning Call in Community;Suzanne G. Farnham
0880011025;Unattainable Earth;Czeslaw Milosz
1561011525;The Practice of Prayer (New Church's Teaching Series, Vol 4);Margaret Guenther
1877727083;Vertical Poetry: Recent Poems;Roberto Juarroz
0486206173;Rubinstein's Chess Masterpieces;Akiba Rubinstein
0312278586;The Nanny Diaries: A Novel;Emma McLaughlin
8845229041;Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra;P Coelho
887641486X;I Giorni Dell'abbandono;Elena Ferrante
0140370900;The Gizmo;Paul Jennings
0674511255;The Last Best Hope of Earth: Abraham Lincoln and the Promise of America;Mark E., Jr. Neely
0030096189;Organic Chemistry (Saunders Golden Sunburst Series);Stephen J. Weininger
0312965745;Secrets of St. John's Wort: A Lynn Sonberg Book;Larry Katzenstein
0345374657;Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family;David Steinman
0395710901;Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes;Alfie Kohn
080521061X;Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood;Paula Polk Lillard
0823032612;Oil Painting Techniques (Artist's Painting Library);David Lewis
0679310002;Going down swinging;Billie Livingston
0312288115;Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover));Adele Lang
0316171107;Like a Hole in the Head;Jen Banbury
0380710218;Postmortem;Patricia Daniels Cornwell
0515118656;The Cove;Catherine Coulter
0553289063;An Inconvenient Woman;Dominick Dunne
0671000306;Shock Wave (Dirk Pitt Adventures (Paperback));Clive Cussler
0671673688;While My Pretty One Sleeps;Mary Higgins Clark
1561672033;Antipodes 10;John Pascal
0425178242;Kick Ass: Selected Columns of Carl Hiaasen;Carl Hiaasen
0618173870;Everything Is Illuminated: A Novel;Jonathan Safran Foer
0156027321;Life of Pi;Yann Martel
0375403582;Rules of the Wild;Francesca Marciano
0385721420;Three Junes;JULIA GLASS
0451202341;Back Roads;Tawni O'Dell
0743418190;In Her Shoes : A Novel;Jennifer Weiner
0385335407;The Kiss;Danielle Steel
0965746828;Home Spun: A Collection;Leon Hale
0060923245;Sweet Hereafter Movie Tie-In : A Novel;Russell Banks
0486272664;The Rime of the Ancient Mariner and Other Poems;Samuel Taylor Coleridge
0786015276;11th Hour;Bradley Warshauer
0060913509;In Country RI;Bobbie Ann Mason
0553272837;Brazen Virtue;Nora Roberts
0440225078;Ghost Moon;Karen Robards
0312145543;Brewing Up a Storm: A John Thatcher Mystery;Emma Lathen
0425181111;Strangers;Dean R. Koontz
0380732688;Milk and Honey (Peter Decker/Rina Lazarus Novels);Faye Kellerman
0140286276;The Deep End of the Ocean (Oprah's Book Club);Jacquelyn Mitchard
0373484100;Night Tales;Nora Roberts
0449907481;A Thousand Acres (Ballantine Reader's Circle);JANE SMILEY
0553107305;Chopping Spree;DIANE MOTT DAVIDSON
080213825X;Four Blondes;Candace Bushnell
0515127833;River's End;Nora Roberts
0345441133;Summer Island;KRISTIN HANNAH
0515134279;The Straw Men;Michael Marshall
0945586051;The Doctor the Patient: The Personal Journey of a Physician With Cancer;Allen Widome
0385490992;The Street Lawyer;John Grisham
0385424728;The Chamber;John Grisham
0312980388;Warlock : A Novel of Ancient Egypt;Wilbur Smith
0590419625;The Teacher from the Black Lagoon;Mike Thaler
0385472951;The Partner;John Grisham
0451195663;Primal Scream;Michael Slade
0425182878;Chosen Prey;John Sandford
0553564528;Guilty as Sin;TAMI HOAG
055356451X;Night Sins;TAMI HOAG
0743412621;The Second Time Around : A Novel;Mary Higgins Clark
0849943728;Three;Ted Dekker
0849943450;The Canopy;Angela Elwell Hunt
084994371X;Blink;Ted Dekker
0590406019;Last Battle;C. S. Lewis
0020442408;Prince Caspian;C. S. Lewis
0553225987;Robert's Rules of Order;William Eisner
042517736X;Abduction;Robin Cook
0671868713;And Never Let Her Go : Thomas Capano: The Deadly Seducer;Ann Rule
038549825X;Not a Day Goes By : A Novel;E. LYNN HARRIS
0553202294;Sun Signs;Linda Goodman
0345313860;The Vampire Lestat (Vampire Chronicles, Book II);ANNE RICE
0345369947;The Mummy or Ramses the Damned;Anne Rice
067170124X;HIS LITTLE WOMEN : HIS LITTLE WOMEN;Judith Rossner
0345353625;Her Mother's Daughter;Marilyn French
0308102282;Your Erroneous Zones;Wayne W. Dyer
006017143X;The Night Listener;Armistead Maupin
0805056491;Organizing from the Inside Out;Julie Morgenstern
0679401377;The Hellfire Club;Peter Straub
1562827049;The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate;Jack
0385306032;Vanished;Danielle Steel
0816152446;The Women in His Life (G K Hall Large Print Book Series);Barbara Taylor Bradford
0821772953;The Morning After;Lisa Jackson
0345379454;Missing Susan;SHARYN MCCRUMB
0553576925;Hiding in the Shadows (Shadows Trilogy (Paperback));Kay Hooper
0743206053;Kitchen Privileges : A Memoir;Mary Higgins Clark
0688169678;We Are Our Mothers' Daughters;Cokie Roberts
0439319552;Horus's Horrible Day (First Graders from Mars);Shana Corey
0590870157;My Garden (Beginning Literacy);Jesse S. Ostrow
0307001164;101 Dalmatians;Justine Korman
0440441501;In the Dinosaur's Paw (Kids of the Polk Street School);PATRICIA REILLY GIFF
0590687301;Ralph S. Mouse;Beverly Cleary
0439061644;The First Journey (Animorphs. Alternamorphs, 1);K. A. Applegate
0439569842;How Do Dinosaurs Learn to Read;Jane Yolen
0307118703;My First Book about Space (Golden Look-Look Books (Paperback));Dinah L. Moche
0590418858;You Be the Jury #02;Marvin Miller
030720152X;Comic Characters;Craig Boldman
0816728739;The Time Machine (Troll Illustrated Classics);H. G. Wells
0865050880;I Like School (in My World Series);Bobbie Kalman
0812519655;Sacred Ground;Mercedes Lackey
0812524853;Burning Water (Burning Water);Mercedes Lackey
0449211770;The Tightrope Walker;Dorothy Gilman
193072229X;MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change;Moveon
0812521129;Children of the Night;Mercedes Lackey
0345251733;Rainbow the Stormy Life of Judy Garland;Christopher Finch
1400077826;Cold Mountain (MTI) (Vintage Contemporaries);CHARLES FRAZIER
0312995431;A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery);Julia Spencer-Fleming
0312312628;Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery;Julia Spencer-Fleming
0446394521;Daisy Fay and the Miracle Man;Fannie Flagg
0590021117;Little House On the Prairie;Laura Ingall Wilder
068484267X;Angela's Ashes: A Memoir;Frank McCourt
0553578693;The Next Accident;LISA GARDNER
0380709260;Socks (Cleary Reissue);Beverly Cleary
0807565288;The Pet Shop Mystery (Boxcar Children Special (Paper), No 7);Gertrude Chandler Warner
0312986769;In the Bleak Midwinter (A Rev. Clare Ferguson Mystery);Julia Spencer-Fleming
0345413377;The Amber Spyglass (His Dark Materials, Book 3);PHILIP PULLMAN
0345413369;The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN
0679893105;The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN
0061096091;Eyeshot;Lynn S. Hightower
0345369068;If Ever I Return, Pretty Peggy-O;Sharyn McCrumb
0451184718;The Rosewood Casket;Sharyn McCrumb
0449209121;The Amazing Mrs. Pollifax;Dorothy Gilman
0060938455;Fast Food Nation: The Dark Side of the All-American Meal;Eric Schlosser
080411952X;The Unsung Hero;Suzanne Brockmann
0060575808;Two Princesses of Bamarre, The;Gail Carson Levine
0060558865;Ella Enchanted (rack);Gail Carson Levine
0767912918;Passing for Thin : Losing Half My Weight and Finding My Self;FRANCES KUFFEL
0553298860;Bloodlines (Dog Lover's Mysteries);Susan Conant
0385335679;Kissing in Manhattan;DAVID SCHICKLER
0440122090;Echoes;Maeve Binchy
0671525832;Someone to Watch Over Me : A Novel;Judith McNaught
0553279572;The Toynbee Convector;Ray Bradbury
0061009059;One for the Money (Stephanie Plum Novels (Paperback));Janet Evanovich
0060930187;The Bell Jar : A Novel (Perennial Classics);Sylvia Plath
0516076272;A polar bear called Pingo;Ilona Koidahl
0679450432;Dark Lady;Richard North Patterson
0821775863;The Future Scrolls;Fern Michaels
0821770209;About Face;Fern Michaels
0670855758;Tarot Says Beware (A Herculeah Jones Mystery);Betsy Byars
0553562819;Globalhead;Bruce Sterling
0446364193;Along Came a Spider (Alex Cross Novels);James Patterson
0446519138;Simple Abundance:  A Daybook of Comfort and Joy;Sarah Ban Breathnach
0425179672;The River King;Alice Hoffman
0061042943;Final Appeal;Lisa Scottoline
0399144463;Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life;Spencer Johnson
0965404560;Atonement;Ian McEwan
006015781X;Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained;David Feldman
0060930705;Someone to Watch Over Me : Stories;Richard Bausch
0312206763;Stately Pursuits;Katie Fforde
0316116025;The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect);James Burke
0156013967;My Father, Dancing (Harvest Book);Bliss Broyard
0385314019;Women on the Case;Sara Paretsky
0743444167;New Cardiff;Charles Webb
0618231617;Almost: A Novel;Elizabeth Benedict
1567920047;"A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker";Stanley Morison
0811203220;Stand Still Like the Hummingbird;Henry Miller
1573229148;Crossing the Unknown Sea: Work As a Pilgrimage of Identity;David Whyte
0787955671;The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders;Warren  Bennis
0425174484;Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic;Martha Beck
0385496907;No Future Without Forgiveness;Desmond Mpilo Tutu
0446523992;A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King, Jr.;Kris Shepard
0140185216;On the Road (Penguin 20th Century Classics);Jack Kerouac
0684717255;I And Thou;Martin Buber
0486272745;The Prince (Dover Thrift Editions);NiccolÃ² Machiavelli
8807120194;Sarajevo, maybe (Anni Novanta/Feltrinelli);Gianfranco Bettin
0062507249;Becoming a Man : Half a Life Story;Paul Monette
0684801221;OLD MAN AND THE SEA;Ernest Hemingway
1576737357;Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl);Melody Carlson
0060083298;The Dominant Blonde;Alisa Kwitney
0446672211;Where the Heart Is (Oprah's Book Club (Paperback));Billie Letts
0140293248;The Girls' Guide to Hunting and Fishing;Melissa Bank
0807070718;Rena's Promise: A Story of Sisters in Auschwitz;Rena Kornreich Gelissen
0743213831;America the Beautiful: A Novel;Moon Unit Zappa
0345305477;Easy Travel to Other Planets;Ted Mooney
0061080519;The Mist and the Magic (Harper Monogram);Susan Wiggs
0142000205;Icy Sparks;Gwyn Hyman Rubio
0316735027;The True and Outstanding Adventures of the Hunt Sisters: A Novel;Elisabeth Robinson
193156146X;The Time Traveler's Wife;Audrey Niffenegger
015600710X;Strange Fits of Passion: A Novel;Anita Shreve
0062517856;The Monk Downstairs: A Novel;Tim Farrington
0679767789;Lost in Place: Growing Up Absurd in Suburbia;Mark Salzman
0449911683;My Name Is Asher Lev;Chaim Potok
0425169626;Waking the Dead;Scott Spencer
0449207757;Davita's Harp;Chaim Potok
0449245691;The Book of Lights;Chaim Potok
0140029400;The Mimic Men;V. S. Naipaul
0140021566;The Mystic Masseur;V.S. Naipaul
2253004022;Regain;Jean Giono
2253005274;Le Grand Meaulnes (Classiques De Poche);Alain-Fournier
225300670X;A l'Ouest rien de nouveau;Erich Maria Remarque
2266084372;Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re;Lewis
2070362388;Ravage;Rene Barjavel
2266029460;Voyage d'une parisienne Ã?Â  Lhassa;Alexandra David-NÃ?Â©el
2253007102;Les Fleurs Du Mal;C. Baudelaire
2070417743;Chroniques martiennes;Ray Bradbury
2266033689;Le Diable Au Corps;Raymond Radiguet
2070384349;La Faute de l'abbÃ?Â© Mouret;Emile Zola
207053880X;L'Homme Qui Plantait Des Arbres;Jean Giono
2070334368;La Guerre Des Boutons;Pergaud
2290314951;Paroles de Poilus : Lettres et carnets du front 1914-1918;Collectif
229000510X;Une porte sur l'Ã?Â©tÃ?Â©;Robert A. Heinlein
